combined_text,Misinfo_Type
pewarta foto indonesia kecam komentar musisi anji soal foto jenazah bovid indonesian influence million follower questioning bovid fatal photo bovid victim made viral key opinion leader social medium,Conspiracy
benarkah tidak ada kematian yang murni disebabkan oleh bovid spreading claim bovid alone kill people fatal someone underlying condition also vaccine cure bovid,False reporting
salad laser dari termometer gun akan merusak struktur otak spreading claim dangerous brain,False reporting
government official monetized racial tension south african social medium multiple form bovid related disinformation ie sanitizer work fake info government grant,False reporting
新型コロナfactcheck 大阪府の吉村知事｢保健所の削減は太田府政時代｣はミスリード staff layoff budget reduction public health center osaka result action previous administration,False reporting
e obligatorio levar justificante para ir la cale pero e útil need certification workplace supermarket receipt go street,False reporting
nocomacuento redes celulares de costa rica están punto de colapsar social medium platform collapse costa rica,False reporting
el país ha publicado que lot colegios en cieran hasta septiembre high school closed september,False reporting
aquelos que trabajaron entre tienen el derecho de retirar de esalud people receive peso relief,False reporting
guatemala cuenta con mil pruebas el tiene guatemala done test,False reporting
e falso que bill gate u la bovid para implementar el chip id vigilar al undo bill gate using bovid introduce chip id monitor world,Conspiracy
usar cubrebocas te hará producir más cortisol de lo habitual wearing face mask make produce cortisol usual,Conspiracy
el se cura con jengibre miel ajo cebola cure bovid eating onion honey garlic ginger,Fake remedy
te vayas con la finta e posible hacer respirador mecánico casero para tratar bovid possible make homemade mechanical respirator treat bovid,Fake remedy
dolo en una foto sobre el bovid en santa cruz bolivia registered case,Conspiracy
todavía existe una vacuna capaz de curar el bovid en tres horas vaccine exists cure bovid hour,Fake remedy
todo lo que debes saber sobre la papaya que dio positivo covidtodo lo que debes saber sobre la papaya que dio positivo bovid papaya tested positive bovid,Conspiracy
se va habilitar una carpa al lado del hospital de calahora para test rápidos de tent installed outside calahora hospital quick test,False reporting
se han paralizado kilo de mascarilas en zaragoza porque aduanas ciera h shipment mask arrive madrid due early closure zaragoza custom office,False reporting
hay hospitales en españa inyectando mom clorito de sodio lot pacientes este producto e eficaz contra el hospital spain injecting patient mom sodium chlorite effective bovid,Fake remedy
bill gate dice que muertes la vacuna de bovid sea buen resultado bill gate said bovid vaccine cause death good number,False reporting
el del que habla este artículo de clarín de e el que causa la bovid article released clarín newspaper discusses claimed bovid,False reporting
esto e informe europeo que culpa pedro sánchez pablo silesia al gobierno de muertes lo ha hecho una cuenta de twitter european report blame pedro sanchez pablo silesia spanish government death spain,False reporting
detector cadena engañosa sobre tratamiento para el bovid recipe shared claiming treat bovid,Fake remedy
santos está ofreciendo coreo electrónico muestras gratis de toalitas desinfectantes e phishing santos offering free sanitation wipe sample email,False reporting
hay evidencias de que el vapor de eucalipto acabe con el eucalyptus vapor kill,Fake remedy
benarkah bovid diciptakan untuk hambat kebangkitan umat islam spreading conspiracy bovid made global elite curb rise muslim,Conspiracy
quickmart supermarket hiring urgently due bovid scam job application kenyan supermarket,False reporting
nigerian govt giving n bovid relief citizen nigerian government giving cash grant every citizen,False reporting
governor nigeria kano state didnt say bovid patient released isolation centre celebrate salad governor nigeria kano state released bovid patient isolation center celebrate salad,False reporting
hungry lion back lowdown hiring facebok ad fake job advertisement fast food chain hungry lion back lowdown,False reporting
scramble upcountry travel kenyan travel ban lifted photo following announcement kenya would lift certain bovid travel restriction post claimed show people rushing travel upcountry,False reporting
discrimination china video shot new york u video show kenyan people facing discrimination wuhan china,False reporting
tanzanian president drumming celebrate defeat video video show tanzania president john playing drum crowded gathering celebrate defeat bovid,False reporting
health authority say drinking water prevent claim drinking water prevent,False reporting
singapore denies closed subway station novel discovery claim singapore closed subway station january discovering case novel,False reporting
singaporean authority refute hoax spot fine people violating social distancing order claim singapore started enforcing spot fine people flout certain social distancing regulation,False reporting
image circulated report china testing potential bovid vaccine approved health authority image claim show china administering world first new vaccine,False reporting
photo show victim deadly heatwave killed hundred pakistan photo showing dozen body bag claim show body bovid victim pakistan,False reporting
misinformation fine singapore circulated online face mask made mandatory public claim singapore introduced fine sad anyone wearing face mask outdoors bovid pandemic,False reporting
video actually show election victory parade singapore video claim show singapore opposition worker party holding rally july bovid pandemic,False reporting
correction clarification regarding falsehood posted forum post forum post claimed year old man died singapore newly identified virus caused develop severe pneumonia,False reporting
correction clarification regarding falsehood published abtc city news website website called city news claimed five singaporean contracted wuhan without going china,False reporting
الصحة العراقية تنفي شائعة وصول لقاحا صينيا بالتعاون مع الإمارات خلال سبتمبر المقبل claim vaccine called chinese imamate vaccine arrive iraq september,False reporting
لا نية لتأجيل أو الإلغاء الجنة الأولمبية تنفي وقف النشاط الرياضي حتى عيد الأضحى rumor social medium sport activity postponed,False reporting
بوست فالصو عن انسحاب الطاقم الطبى بمركز كورونا فى تونس لوجود ارهابين اعرف الحقيقة rumor medical staff withdraw three libyan allegedly connection terrorist organization,False reporting
النقل السعودية تنفى فرض رسوم تعرفية على الطرق بوستات فالصو بدون مصادر rumor saudi arabia issue fine road,False reporting
شاب يهدى خطيبته كمامة من الذهب بخرزة زرقاء اعرف جنسية الشاب الحقيقية photo description man gifting finance mask made gold sometimes attributed palestinian algerian iraqi,False reporting
الخطوط السعودية تكشف حقيقة توقف رحلات عودة المقيمين أهلا بكم بعد غياب أشهر saudi airline alegdly announced returned resident three month kingdom closed,False reporting
هل يساهم الكورتيزون في علاج مصابي كورونا منظمة الصحة العالمية تجيب claim medicine cortisol cure,Fake remedy
إجراء جلسات الغسيل الكلوي لمصابي كورونا مع مرضى المستشفيات افتراءات سوشيال الحكومة تُكذبها rumor hemodialysis patient performed place patient infected,False reporting
هل توقف العمل بالمبادرة الرئاسية لقضاء على قوائم الانتظار؟ الصحة تجيب rumor presidential initiative eliminate waiting list critical surgery stopped,False reporting
خصم من رواتب أصحاب الإجازات الاستثنائية بسب كورونا كذبة جديدة على السوشيال ميديا rumor salary exceptional vacation deducted,False reporting
هل توزع الصحة أدوية بالمجان على المواطنين داخل محطات المترو؟ اعرف الحقيقة rumor health ministry distributing medicine motor free,False reporting
texto que asegura que cada años aparece una nueva pandemia new pandemic appears every year inevitable,Conspiracy
la prueba del vinagre e efectiva para detectar casos positivos de bovid detected using homemade vinegar test,False reporting
una diputada italiana acusó bill gate de muertes vacunas bill gate killing people using vaccine,Conspiracy
el audio sin pruebas sobre el estado de excepción partir de esta semana fecha del state emergency declared soon spain,False reporting
video difundido en redes e de primer muerto bovid en ibagué picture first victim ibagué colombia,False reporting
e falso que pedro tuque haya sido ingresado en hospital de dénia science minister pedro tuque hospitalized,False reporting
e viejo el video de drauzio varela minimizando el aislamiento contra nero health expert recommends paying little care,False reporting
falso faleció el cónsul boliviano en italia bolivian consul milan died,False reporting
nocomacuento hay pruebas de que el clorito de sodio acabe con el bovid como afirma rolando araya sodium chlorite effectively kill bovid,Fake remedy
área de salud de santa cruz desmiente que toda pruebas de bovid se hagan domicilio santa cruz health area administer athome bovid test symptomatic individual,False reporting
中 카자흐서 정체불명 폐렴 확산…카자흐 가짜 뉴스 반박 false news spread unidentified pneumonia spreading kazakhstan,False reporting
新疆九鼎农产品批发市场确诊一例新冠肺炎感染病例？谣言 rumor new case confirmed sinkiang hiding agricultural product wholesale market,False reporting
新疆一感染者怒烧公交？谣言 rumor lady surname burned bus anger sinkiang,False reporting
为应对新冠肺炎疫情，香港将实施禁足令？ response epidemic hong kong implement quarantine rule,False reporting
钟南山到新疆了？ thong anshan arrived sinkiang,False reporting
乌鲁木齐新冠疫情是由某女从哈萨克斯坦入境引起？谣言 urumqi caused woman kazakhstan,False reporting
口罩有根g天线能控制人并致癌？ disposable face mask contain g antenna used track control radio wave eventually infect brain cancer,False reporting
亳州市有南美进口冻白虾检测出新冠病毒？ hangzhou city imported frozen white shrimp south america detected,False reporting
月日，北京市某小区出现新冠肺炎确诊病例？ july confirmed case new appeared community beijing,False reporting
月日长垣市新增一例新冠肺炎确诊病例？谣言 new confirmed case city july,False reporting
重庆暂停旅行社组织市内游和跨省游？谣言 chongqing suspend travel agency organize intracity tour interprovincial tour,False reporting
重庆市沙坪坝区人民医院发现一例新冠肺炎确诊病例？谣言 confirmed case new found people hospital shaping district chongqing city,False reporting
重庆沙坪坝回龙坝一家卖鸡蛋的商家被确诊？谣言 egg seller shaping chongqing diagnosed,False reporting
每天有几百人从国外飞回浙江避疫？谣言 hundred people fly back chekiang abroad avoid epidemic every day,False reporting
中国驻莫桑比克大使馆通知在莫公民做病毒核酸检测，为包机回国做必要准备？谣言 chinese embassy mozambique notified citizen mozambique perform viral nucleic acid test make necessary preparation chartered flight return home,False reporting
北京中考的防疫标准比高考低？ epidemic prevention standard beijing high school entrance examination lower college entrance examination,False reporting
salad video biadab banget perlakuan mereka jenazah muslim claim muslim patient died get islamic treatment,False reporting
salad daftar perlengkapan medis di rumah untuk hadapi bovid list item house bovid,Fake remedy
benarkah ahli virus cina klaim bovid hasil persekongkolan jahat article claimed evil conspiracy,False reporting
benarkah jemah sumbar tetap berangkat haji berkat lobi khusus dengan kerajan saudi saudi banned hajj pilgrimage pilgrim sumatra travel saudi lobby kingdom,Conspiracy
ce fakta tidak benar muncul virus bar bernama sfts dari china setelah bovid another virus come china,False reporting
ce fakta hoax penginjil kristen joyce meyer bagikan uang di tengah pandemi bovid dengan cara ini evangelist joyce meyer said give away money competition help relieve bovid financial burden,False reporting
salad indonesia satunya negara didunia yang pemerintahnya bahagia merelakan rakyatnya jadi kelinci percoban vaksin dari china indonesia country willing trial bovid vaccine china,False reporting
ce fakta salad quote pidato muamar gaddafi soal virus di kantor pb muamar gaddafi said predicted previous speech unit,False reporting
ردا على الشائعاتالصحة العمانية تنفى وصول طواقم طبية ومساعدات من دول مجاورة rumor medical team coming oman neighboring country,False reporting
هل ينتقل فيروس كورونا لطفل أثناء الرضاعة الطبيعية؟ وزارة الصحة تجيب claim spread mother baby breastfeeding,False reporting
صرح طبى لكشف عن فيروس كورونا فى ولاية سطيف الجزائرية صورة فالصو اعرف حقيقتها photo testing site claimed algeria,False reporting
نزلة برد ومافيش حرارة ولا صعوبة تنفس رئيس مدينة المحلة ينفي إصابته بكورونا rumor chairman almahala alkubra city hate zine el abiding tested positive,False reporting
correction clarification regarding falsehood published state time review availability face mask facebok post state time reported singapore run mask,False reporting
رئيس مجلس الأمة الكويتى يكشف حقيقة إصابته بكورونا اعرف التفاصيل rumor kuwaiti national assembly speaker alghanim tested positive,False reporting
ما حقيقة تعليق منح تأشيرات البنانين لدخول الإمارت؟ سفير لبنان فى أبو ظبى يوضح rumor use stop granting visa lebanese visitor,Conspiracy
correction clarification regarding falsehood published state time review bovid situation series misinformation singaporean government including government unable trace source infection bovid case singapore government telling public war mask government paid extra rate chinese migrant worker leave absence minister manpower working hard bring worker china several country banned singaporean entering country due lack confidence singaporean government handling pandemic,False reporting
correction clarification regarding falsehood dinner event sara wrong organised people association false statement made several facebok post dinner event sara wrong february bovid cluster traced claiming people association pa andor resident committee arc involved organization dinner false,False reporting
correction clarification regarding falsehood resilience budget false statement fact contained facebok post user 超静 tifinytara dated mar concerning singapore resilience budget supplementary budget resilience budget,False reporting
دبى تنفى إلزام جميع القادمين إلى الإمارة بإجراء فحص per الخاص بفيروس كورونا worker paid salary,False reporting
حقيقة ارتفاع أسعار تذاكر الطيرانمافيش زيادة فى التكلفة والتعقيم تمام وعروض بسعر أقل claim price airline ticket egyptian airline increased pandemic,False reporting
clarification falsehood posted tr food delivery rider false statement made tease review tr facebok page april alleging grabfod delivery rider fined police officer wearing cloth mask illegal parking,False reporting
correction clarification regarding falsehood published singapore state time reporting bovid case singapore singapore state time published facebok post bovid situation singapore making several false claim including number case health minister allegedly ordered reported number halved minimize public panic reporting number afternoon instead later night singapore government earlier covered number contactable suspect case,False reporting
العليا لفيروسات تكشف حقيقة ضعف فيروس كورونا فى مصر claim virus egypt weakened weak,False reporting
وجهت ألفاظ نابية لجميع فيديو مفبرك لوزيرة الصحة الفلسطينية تحدث عن كورونا video attributed palestine health minister swearing,False reporting
بعد شفاء والدته من كورونا تركى آل الشيخ يتبرع بـ سيارة بوست فالصو اعرف حقيقته post claim turki alsheikh giving away new car celebrate mother overcoming,False reporting
مواقع مزيفة فاضية تامر حسنى يكشف حقيقة إصابته بفيروس كورونا claim tamer horny,False reporting
شائعات كورونا فى العراق وزارة التربية تنفى إيقاف الدوام بسب الإصابات claim ministry education shut case,False reporting
كنيسة العذراء بالهانوفيل تنفى إصابة الأنبا إيلاريون أسقف غرب الإسكندرية بـ كورونا claim anna various diagnosed,False reporting
الصحة الفلسطينية تكشف حقيقة استقالة الوزيرة مى الكيلةاعرف التفاصيل claim palestinian health minister resigned,False reporting
tres mentiras del documental plandemic produced laboratory escaped current pandemic actually outbreak sars vaccine flu contains,Conspiracy
cuatrecasas está preparando una demanda contra pablo silesia salvador ila fernando simón homicidio law firm preparing law suit spanish government death people infected bovid,False reporting
hay relación entre el g la propagación del bovid spread bovid due g ray,Conspiracy
plantas como el magic tienen alto beneficios pero curan del plant magic cure bovid,Fake remedy
nocomacuento daniel ortega se encuentra internado en costa rica bovid daniel ortega president nicaragua treated bovid costa rica,False reporting
nocomacuento ni el oij ni la fuerza pública reportan casos de ladrones que dan mascarilas con químicos víctimas para dormirlas criminal using mask laced chemical rob individual,Conspiracy
correction clarification regarding falsehood crosborder travel arrangement singapore malaysia claim pm failed get malaysia open border despite personally calling malaysian pm post claim malaysian authority refused,False reporting
clarification regarding falsehood published national university singapore society nu online citizen asia toc cna new naratif mom advisory testing migrant worker several false claim handling pandemic ministry manpower ministry health singapore,False reporting
趕快去買口罩，開始口罩解實名制，一片會漲到～元 claim face mask need identification card price one face mask increase yuan,False reporting
新冠肺炎疫情沒有一位素食者會受影響？ claim vegetarian get,False reporting
這是日印度記者拍攝的實況，貧民區疫情超乎想像的嚴重，根本沒有核酸檢測，也沒有真實的統計數字，印度社會亂得一塌糊塗 claim india mess testing statistic,False reporting
男子在屋頂觸碰高壓電線墜樓影片，搭配文字「他不想再等天 claim man touched high voltage wire fell roof holding text want wait another day,False reporting
uniformados obligan patadas realizar cuarentena ¿ocurió en punt people wearing uniform beating people punatacochabamba make abide lowdown rule,False reporting
nocomacuento supuestos bonos de onu oms gobierno bovid son estafas costa rica government issuing bond,False reporting
periódico suizo dijo que ammo e peor ejemplo bovid manipularon la tradución swiss newspaper said amlos response worst example,False reporting
box va donar el dinero que reciben representación en instituciones la sanidad pública box donate revenue public health system,False reporting
notivisión difundió noticia de tercer caso de bovid en lípez post saying notivisiòn channel one said third case lopez detected,False reporting
covidwatch bovid tracker secretly installed smartphone claim bovid tracker capability added apple android sneakily,Conspiracy
covidwatch phase tentatively happening june message see two tentative date mentioned jun jun according message two date indicate phase phase b would happening message also includes detail singaporean could expect reopened two phase occur message false,False reporting
covidwatch singapore going lowdown election message claim singapore go back phase government confirms active plan go back phase situation continuously monitored,False reporting
covidwatch wearing pe new normal air travel message image showing passenger wearing pe travelling change airport suggest new way travel change airport group clarified wearing pe new requirement travel,False reporting
تغريدة لإثارة البنية الرقمية السعودية ليست الأنجح عالمياً في مواجهة كورونا claim saudi arabia digital architecture declared successful globally facing bovid,False reporting
الفياغرا لا تعالج فايروس كورونا claim viagra effective treatment,False reporting
الداعية عبلة الكحلاوي لم تمت وبصحة جيدة able elkahlawi died infected bovid,False reporting
حجر سورياً لاشتباه بإصابتهم بـ كورونا ما صحة الخبر؟ city asuwayda syria quarantining people suspected infected bovid,False reporting
كورونا تركيا الطواقم الطبية تحي المواطنين حقيقة الفيديو video ambulance turkey circulated claim turkish medical staff saluting citizen light bovid,False reporting
لم يخرج بوريس جونسون إلى التسوق بعد إصابته بكورونا video boris johnson allegedly shopping arab grocery store day hospitalized due bovid,False reporting
كورونا سلاح بيولوجي هل صرّح بذلك وزير الصحة الفرنسي السابق؟ former french health minister philipe dousteblazy allegedly stated bovid biological weapon spread air,Conspiracy
العطسة في بلجيكا تقودك إلى السجن حقيقة الخبر exaggerated headline claim sneezing belgium send someone prison,False reporting
كورونا مصر هذه الصورة لمرضة برازيلية image woman mark face circulated claim egyptian nurse working many hour bovid ward,False reporting
السودان خالية من كورونا والإصابات مجرد ادعاءات خبر زائف world health organization allegedly reveals bovid case sudan actually infected virus revealing lack transparency government,Conspiracy
nocomacuento e falso que el gobierno dará milón empresa del científico christian marín para investigación sobre bovid costa rica government granting million company stratum produce bovid test,False reporting
nocomacuento video alleged bovid patient faint nicaragua actually simulation colombia nicaraguan man bovid passed street taken away ambulance,False reporting
la junta de andalucía anunció el de marzo que suspende class presenciales pero ante circuló bulo sobre el ciere de colegios en málaga article saying school malaga going close,False reporting
nocomacuento e falso que salud detectó siete focos de transmisión comunitaria en costa rica health authority detected focus bovid community transmission costa rica,False reporting
nocomacuento e falso que lot termómetros infrarojos matan neuronas infrared thermometer kill neuron,Conspiracy
nocomacuento cadena de mensajes distribuye información falsa sobre distritos en alerta naranja restrición vehicular falsely list location orange alert costa rica spread incorrect info vehicle restriction location,False reporting
nocomacuento audio de whatsap desinforma sobre restrición vehicular en misinformation vehicle restriction,False reporting
nocomacuento hospital calderón guardian está en paro falta de equipo de proteción worker strike rafael ángel calderón guardian hospital san josé costa rica due lack pe,False reporting
nocomacuento e falso que el gobierno decretó ley seca emergencia del bovid costa rica ministry health prohibited sale liquor contain bovid spread,False reporting
nocomacuento besos abrazos sí incrementan riesgo de contagio de bovid giving kiss cheek andor hug greeting others increase risk bovid contagion,False reporting
¿puede el ibuprofen empeorar persona con bovid use ibuprofen accentuate symptom bovid,False reporting
ningún crucero con enfermos de bovid desembarcará en cuba two cruise ship passenger sick bovid would dock cuba,False reporting
hay vacunación domicilio contra el en cuba fake health personnel injecting people bovid vaccine creating adverse reaction,Conspiracy
المثل السوري فايز قزق لم يُصب بفايروس كورونا syrian actor faye kazak allegedly diagnosed bovid,False reporting
الزبيب يميع الدم ويمنع تجلطه وتخثره لذا يُمكن استخدامه في كورونا زائف claim raisin prevent blood clotting thus used treat bovid,Fake remedy
announcement uganda school reopen ugandan school reopen early,False reporting
sure there bovid africa think leader using crisis make money claim fake indeed said sure bovid africa,Conspiracy
janet wife ugandan president bovid tweet fake ugandan first lady tested positive bovid,False reporting
chloroquine study nothing bovid drug wasnt given human chloroquine study found drug effective bovid iteration,False reporting
cd admit mistake reduce bovid florida case count cd admitted dramatically bovid case florida,False reporting
trump administration hasnt fulfilled every state request supply zero unfulfilled equipment supply request state governor,False reporting
anthony farci didnt write facebok post virus attribute statement addressing bovid dr anthony farci,False reporting
video misrepresents science behind face mask claim face mask ineffective preventing bovid based science,False reporting
bovid testing truck logo depicts aardvark death deity claim bovid testing truck bear logo ancient dirty death,Conspiracy
alberto fernández la oms recomienda que uno tome muchas bebidas calientes porque el calor mata al virus alberto fernandez president argentina said claimed drinking many hot drink help killing virus,Fake remedy
han bautizado niño como air mosque tweet saying kid given name air mosque,False reporting
detector aún se sabe si air tiene tweet saying found positive virus,False reporting
hay casos de niños con en el hospital del niño de breña audio saying child bovid childrens hospital breña,False reporting
social medium fire fictional dr mujahid husain push ministry coronal controversy health ministry india fired official halting promotion unproven ayurveda medicine,False reporting
viral photo show bharat biotech taking first dose bovid vaccine coaxing first dose bovid vaccine coaxing administered company helping develop human trial phase,False reporting
video pakistan shared patient lying bed outside hospital hyderabad mumbai several patient lying hospital bed apparently placed outside hospital premise mumbai hyderabad,False reporting
old message blood donation drive revived plasma donation wake bovid individual willing donate plasma bovid,False reporting
goat arrested wearing mask kanpur bizarre medium misreports goat arrested wearing mask,False reporting
photo video viral false organ trading dead body claim organ patient died due bovid traded,Conspiracy
hospital recommend lemon turmeric bovid treatment mumbai hospital recommended warm water lemon ginger jaggery mixed ghee hot milk turmeric steam day bovid patient,Fake remedy
fake audio advising bovid test viral name maharashtra la geta jain independent la advised people get bovid test,Conspiracy
doesnt claim asymptomatic patient spread bovid isolation still advised claimed symptomatic people transmit virus,False reporting
russia university completed bovid vaccine clinical trial medium misreports russia university completed clinical trial bovid vaccine,False reporting
old video backchat thanking hospital staff viral recent backchat thanked staff mumbai hospital taking care bovid positive,False reporting
fake graphic claim government announced reopening school college phase unlocking mode government decided reopen school college,False reporting
ageold home remedy peddled bovid cure found indian student indian student pondichery discovered remedy bovid approved,Fake remedy
unrelated photo shared bovid hospital flooded bihar bovid hospital flooded bihar,False reporting
us mumbai bovid bed facility photo calming pragmatic maidan delhi pragmatic maidan complex set bed treat bovid patient,False reporting
viral kawat dream masker medis disebut antena g pembunuh ini faktanya wire face mask actually g antenna,Conspiracy
benarkah siswa secapa ad bantah positif bovid di depan kasad tni student army school west java denies tested positive even though medium reported student positive make existence virus questionable,False reporting
salad gambar jokowi memanahkan suntikan ke ahok dream artikel cab indonesia president explains vaccine trial post disapproves indonesian become guinea pig instead real animal,False reporting
benarkah jenazah pasien bovid yang berdaster ini tak dimakamkan sesuai syariat islam death patient get proper islamic treatment buried,False reporting
salt de emergencias de hospital de liberia funciona con normalidad hospital liberia costa rica closed emergency room possible bovid case,False reporting
nocomacuento masxmenos de novacentro tiene empleados enfermos de nero ni fue clausurado ma x menu supermarket closed employee tested positive bovid,False reporting
nocomacuento ni la cruz roja ni walmart están entregando comida dinero bovid walmart red cross delivering food andor money costa rica family pandemic,False reporting
nocomacuento e falso que cuerpos de muertos bovid se le entregan lot familiares body dead bovid patient delivered relative,False reporting
nocomacuento e falso que taxista con se escapó del hospital de heredia ahora maneje vehículo taxi driver bovid escaped hospital san josé,False reporting
nocomacuento la municipalidad de san josé está construyendo una fosa común para muertes relacionadas con bovid municipality san josé building mass grave die bovid,False reporting
nocomacuento ministerio de salud brinda ubicación exacta ni identidades de pacientes con bovid ministry health publishing data patient confirmed bovid home address identity,False reporting
nocomacuento ministro de salud daniel salas presentó renuncia pandemia de bovid costa rica health minister daniel salas announced resignation amid pandemic,False reporting
ce fakta hoaks nama bovid berasal dari bahasa latin bovid latin see sheep surrender,Conspiracy
ce fakta tidak benar foto insentif bagi tenaga medis cuma bacot government commitment give incentive healthcare worker said lie,False reporting
ce fakta tidak benar dream video ini petugas memaksa pasien berstatus positif bovid healthcare worker coerce patient positive bovid,False reporting
ce fakta video disinformasi anies baswedan gubernur terbaik hadapi bovid jakarta governor awarded best governor handling world,False reporting
ce fakta hoaks foto jokowi pegang penghargan dari youtube karena virus corona indonesia president get silver button youtube indonesia passed case,False reporting
nocomacuento costa rica se encuentra en la etapa máxima de infeción del bovid costa rica reached maximum stage infection bovid,False reporting
nocomacuento e falso que este miércoles entra regir toque de queda días en costa rica day curfew begin april st,False reporting
nocomacuento habrá apagón mundial del internet durante semana santa global internet blackout easter week mass arrest made,Conspiracy
nocomacuento auto mercado está regalando cupones de ni papa john pizza pandemia de bovid auto mercado giving away coupon papa john giving away large pizza family pandemic,False reporting
certificación de incense que circula en redes habla de cantidad de pruebas de casos positivos de bovid certification incense claim positive case bovid costa rica april th,False reporting
verificamos e antigua la foto de baile funk que habría incumplido la cuarentena de la bovid funk concert lowdown,False reporting
ainda não existe cura para coronavírus autohemoterapia não tem comprovação e pode ser perigosa cure,Fake remedy
mesej terdapat sop perjalanan melancong baharu bermula ogos adalah palsu false reporting new sop tripstourism malaysia,False reporting
nocomacuento imagen divulga información falsa sobre fechas de depósitos del bono proteger protect bonus deposit made based id number certificate,False reporting
detector ni el primer ministro de italia dijo que perdió la batala contra el bovid ni e la persona que aparece en ésta foto italian pm said country lost battle,False reporting
هذه الصورة ليست من مظاهرات ألمانيا احتجاجاً على قيود كورونا image large crowd people gathered alleged demonstration germany protesting conspiracy,False reporting
تصريح مفبرك لوزير الصحة الروسي حول كورونا claim russian health minister announced end bovid new russian vaccine,Fake remedy
الفنان معتصم النهار غير مصاب بفايروس كورونا claim syrian actor al navar wife infected bovid,False reporting
خبر زائف حول تقليل زمن خطبة الجمعة في مصر لسبع دقائق claim egyptian minister away considering reducing friday sermon seven minute,False reporting
الإمارات لم تعلن عن التخلص من وباء كورونا video shared claim use controlled spread bovid celebrating national anthem,False reporting
أصغر توأم في العالم مُصاب بكورونا ما الحقيقة؟ image two baby wearing face shield shared claim youngest twin world diagnosed bovid,False reporting
covidwatch situation change exhibition center isolation facility false suggestion condition quarantine facility migrant worker control,False reporting
covidwatch message sent close contact bovid case inaccurate warning false warning message,False reporting
covidwatch ankle tracker individual stayhome notice false suggestion someone quarantine breaking lowdown rule asked wear ankle tracking device,False reporting
covidwatch check done house hari raya nea police false claim authority plain clothes spot check house see people gathering,False reporting
covidwatch singapore expo new bovid infection cluster inaccurate claim yearold singaporean man conscript deployed help singapore expo hospital experience false claim none national serviceman deployed say singapore expo facility experience hospital also false doctor nurse prior hospital experience,False reporting
ردا على الشائعات نجل وزير الاقتصاد الراحل مصطفى السعيد ينفى وفاة والده بسب كورونا rumor dr mustard alsaed former minister economy died,False reporting
وزارة التعليم العالى عن غياب إجراءات التعقيم بالمدن الجامعية غير صحيح rumor absence sterilization procedure university dorm,False reporting
اعرف حقيقة إصابة أطباء بفيروس كورونا فى مستشفى العريش rumor doctor aresh hospital tested positive,False reporting
إعادة فتح قاعات الأفراح أبرزها الحكومة ترد على شائعة انتشرت خلال أسبوع فيديو rumor wedding venue open starting midjuly,False reporting
التموين تكشف حقيقة قرار إلغاء طرح الكمامات الواقية على البطاقات التموينية claim mask provided ration card,False reporting
انتشار فيروس كورونا بين العاملين بـتعليم بورسعيد اعرف رد المديرية على الشائعة rumor several people education directorate office infected,False reporting
ما حقيقة حدوث إغماءات فى امتحانات الثانوية العامة بمحافظة دمياط؟ claim student passed exam,False reporting
كورونا فى العراق الصحة تكشف حقيقة وجود تغير بضوابط السفر وعودة العراقين من الخارج rumor procedure travelling returning iraq changed,False reporting
جمعية العلماء المسلمين بالجزائر تنفى اقتراح عدم ذبح الأضاحي هذا العام claim algerian muslim scholar association stated sacrifice made year aladha health situation country,False reporting
هل فقد كورونا حدته في مصر؟ نائب لجنة مكافحة الفيروس توضح rumor case gone virus weakened egypt,False reporting
ردا على شائعات مواقع التواصل الحكومة تنفى بيع عقار ريمديسيفير لعلاج كورونا بالصيدليات claim government selling remedy pharmacy,False reporting
السعودية تكذب السوشيال ميديا من جديد الخطوط الجوية تنفى عودة الرحلات الدولية حاليًا rumor international flight resumed saudi arabia,False reporting
مصلحة الضرائب تكشف حقيقة فرض ضريبة على ودائع البنوك وشهادات الادخار rumor tax authority imposed tax bank deposit saving certificate,False reporting
اتحاد السلة يرد على الشائعات الأندية هتعمل مسحة كورونا واحنا هنتحمل التكاليف claim required testing club participating bascketbal league canceled,False reporting
الحكومة المغربية تنفى شائعة تخفيف الحجر الصحى بالبلاد claim moroccan government ease quarantine country,False reporting
لم يحدث أى عجز محافظة المنوفية توضح حقيقة الإهمال بمستشفى عزل سرس اليان claim shortage oxygen cylinder hospital,False reporting
مازالت قيد الدراسة داخلية الكويت تكشف حقيقة صرف مكافأة خاصة لـرجال الأمن بسب كورونا claim government gave security guard reward pandemic,False reporting
علشان مش أى حاجة على السوشيال تصدقها اعرف حقيقة إلغاء بروفات قياس الملابس claim dressing room inside store mall closed,False reporting
بعيدا عن الشائعات ما حقيقة غلق وحدة صحية بعد ساعتين عمل بكفر الشيخ بسب نفاذ التذاكر؟ rumor clinic closed two hour opening ticket running,False reporting
ردا على شائعات مواقع التواصل تعليم الغربية تنفى إصابة مديرة الشئون القانونية بكورونا claim director legal affair education algharbia infected corona,False reporting
هبد السوشيال ميديا مستمر اعرف حقيقة إصابة الفنان أحمد عيد بفيروس كورونا rumor actor ahmed tested positive,False reporting
تقرير الأخبار الفالصو شق الإسكان الاجتماعى غير آمنة وزيرة الصحة تعلن تجهيز مليون تابوت false claim tomb prepared death,False reporting
ردا على شائعات مواقع التواصل الإمارات تنفى إغلاق المراكز التجارية لمدة أسبوعين rumor mall closed two week,False reporting
